Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Dane Barber,6.3,10.1,18.3,14.9,10.7,4.3,14.0,Priest
Meghan Spencer,0.1,7.2,8.7,0.2,14.9,19.0,4.7,Enforcer
April Dickens,10.0,0.1,2.3,5.2,1.8,9.5,0.8,Assassin
Antoine Hull,18.8,16.0,14.3,17.8,17.0,18.5,13.8,Advisor
Bonita Tierney,17.9,0.1,15.0,9.1,2.5,15.5,0.5,Assassin
Ivie Galindo,5.9,9.1,3.0,18.6,15.6,10.9,17.6,Priest
Conna Thorpe,8.9,1.2,6.9,1.2,13.6,0.1,1.6,Accountant
Griff Owen,14.5,5.8,5.6,13.5,6.9,14.9,3.1,Assassin
Tina Mccray,13.4,10.6,12.9,4.9,8.9,4.8,12.8,Assassin
Brayden Saunders,7.3,4.8,14.3,12.9,7.0,5.2,11.7,Priest
Shaquille Povey,19.5,16.2,2.1,0.1,13.4,5.4,17.7,Recruiter
Vickie Moss,12.0,8.9,12.9,5.5,15.0,9.7,16.7,Assassin
Sommer Dawe,14.6,0.8,8.4,19.1,2.9,14.7,0.4,Assassin
Kate Buxton,7.1,11.5,17.8,11.4,14.3,6.6,0.6,Accountant
Peggy Duncan,11.7,11.1,6.5,16.8,6.0,8.0,13.1,Advisor
Garfield Callaghan,0.0,11.1,19.6,3.6,14.2,8.3,12.4,Enforcer
Elaine Cannon,8.5,17.6,2.8,5.3,6.5,0.5,15.9,Recruiter
Wasim Young,9.7,16.4,15.5,14.7,17.6,16.3,3.5,Accountant
Giselle Dennis,9.2,9.1,5.5,18.3,0.9,0.4,10.5,Priest
Emilio Olsen,0.6,11.5,17.1,4.7,6.9,5.6,11.2,Priest
Letitia Huff,14.5,17.3,8.7,15.8,16.5,14.0,16.4,Advisor
Reis Poole,1.1,18.0,3.0,15.4,15.2,13.4,8.9,Advisor
Skylar Espinoza,9.1,0.2,8.5,8.2,7.2,18.5,7.7,Assassin
Danielle Mcgregor,14.6,11.3,19.1,17.9,4.6,16.6,4.3,Enforcer
Conrad Hart,6.4,10.7,12.5,9.5,8.0,17.5,2.8,Enforcer
Aaliyah Enriquez,14.1,10.0,1.8,4.6,19.9,16.3,7.9,Advisor
Henley Bateman,17.3,4.2,15.2,1.2,8.6,0.9,15.0,Assassin
Samirah Roy,17.3,5.6,18.2,1.9,3.6,11.6,15.6,Assassin
Pierce Hackett,16.4,19.7,6.8,9.6,9.3,14.0,15.8,Recruiter
Samiha Alvarez,11.1,2.7,14.8,3.2,14.6,14.0,18.5,Assassin
Nadia Peel,8.5,15.8,0.4,2.2,16.4,14.3,11.3,Recruiter
Raymond Almond,3.6,6.3,2.9,19.3,19.5,11.0,6.4,Advisor
Summer-Rose Hamilton,4.4,17.0,6.5,7.8,0.1,15.4,7.1,Enforcer
Lorena Cotton,11.6,15.7,2.4,11.9,17.0,18.5,5.5,Advisor
Tonisha Macdonald,13.1,2.8,14.4,1.9,4.5,9.0,11.1,Assassin
Tye Hutton,3.2,13.2,5.5,11.5,4.7,10.3,0.2,Advisor
Jensen Calhoun,10.3,18.7,8.7,9.0,8.6,3.6,7.9,Recruiter
Minnie Jaramillo,9.3,18.2,10.4,3.4,10.4,4.4,11.5,Recruiter
Siraj Finley,17.9,13.7,2.9,12.1,2.2,6.7,3.2,Advisor
Maison Lowe,9.1,13.6,12.1,16.9,8.1,12.0,10.9,Priest
Lorenzo Mcknight,17.4,5.1,6.8,6.6,10.8,0.5,15.1,Assassin
Nell Huber,8.4,16.5,5.4,5.3,6.2,3.1,1.5,Advisor
Hussein Guerra,7.5,2.4,5.3,18.1,9.7,2.8,0.7,Accountant
Cieran Pruitt,19.3,10.9,13.2,9.6,10.0,18.9,14.7,Assassin
Lola-Rose Alcock,18.1,13.1,13.1,15.8,12.3,6.9,7.0,Accountant
Alexandre Mccormick,8.3,12.5,3.9,4.2,4.6,19.4,10.1,Enforcer
Mariyam Christensen,9.7,18.2,10.6,10.9,18.7,16.6,3.1,Accountant
Saffron Wade,15.8,4.7,17.2,11.5,9.3,9.5,0.6,Accountant
Fabian Spence,6.9,20.0,19.2,8.5,5.2,15.4,6.7,Enforcer
Roberto Salter,17.1,19.5,15.3,2.4,11.2,10.3,17.2,Enforcer
Ruairidh Watson,7.2,0.5,19.4,14.9,11.2,16.7,18.7,Assassin
Emelia Beach,19.1,11.1,11.0,18.7,9.3,0.1,4.2,Accountant
Ajay Barclay,3.6,8.9,4.9,15.6,11.6,13.8,4.5,Advisor
Everly Mahoney,12.8,5.0,5.3,12.6,14.0,6.3,1.6,Accountant
Leena Felix,2.6,18.3,16.8,10.8,5.1,0.6,17.0,Priest
Nola Lara,18.3,16.0,0.0,8.4,2.9,12.9,5.1,Advisor
Kasim Truong,0.4,19.1,12.4,16.0,12.7,10.7,13.4,Priest
Markus Chandler,1.9,7.1,14.2,4.6,6.3,15.3,15.7,Enforcer
Oscar Calvert,14.7,0.5,19.3,6.3,8.3,1.1,17.5,Assassin
Kareena Bowen,2.6,8.8,5.0,9.3,0.2,13.1,19.0,Priest
Taylor Nicholls,15.5,0.9,1.8,12.2,12.3,8.6,17.3,Assassin
Hester Mckinney,9.1,2.0,11.9,17.2,1.1,6.9,16.9,Priest
Deniz Ferguson,5.2,6.9,16.0,11.3,12.8,18.4,4.0,Enforcer
Elyse Madden,9.9,6.2,15.2,10.8,14.5,20.0,6.1,Enforcer
Warwick Ford,1.0,3.6,15.2,13.3,14.1,15.5,17.6,Priest
Tiana Barrow,10.2,10.7,12.5,15.7,5.3,4.0,2.3,Accountant
Marcus Price,19.0,16.4,8.7,1.0,16.2,13.2,13.5,Assassin
Ahsan Bloom,10.6,2.4,13.4,17.5,18.9,5.3,4.0,Accountant
Frida Decker,4.6,16.4,10.0,9.5,6.6,5.1,9.3,Recruiter
Ameerah Gutierrez,2.6,12.5,5.8,11.2,9.2,8.8,7.5,Advisor
Niamh Vasquez,12.0,9.3,12.9,12.6,15.8,5.3,11.6,Accountant
Angelica Eaton,0.4,6.5,18.2,12.0,11.1,5.3,13.9,Priest
Parker Zuniga,14.7,19.4,13.4,8.9,11.5,7.5,5.8,Advisor
Sade Williamson,18.0,19.1,16.5,4.9,9.3,15.6,18.5,Enforcer
Luke Roberts,0.7,9.1,13.7,8.4,18.5,10.5,17.3,Priest
Kyra Robertson,10.7,9.2,0.9,6.1,14.2,12.6,12.6,Advisor
Cally Garcia,2.3,2.7,1.7,11.1,3.7,18.3,16.8,Priest
Emerson Perry,6.8,11.0,12.5,14.3,15.6,11.7,9.4,Accountant
Mikaeel Mckenna,9.7,5.0,5.9,19.1,1.4,16.5,19.8,Priest
Elis Salazar,5.3,17.2,2.6,20.0,5.2,11.0,18.7,Priest
Agata Jenkins,6.4,13.5,2.3,11.9,18.8,12.1,11.0,Advisor
Jesus Mackie,19.9,17.3,17.6,6.7,18.0,1.9,4.3,Accountant
Anabella Berry,9.5,11.6,0.1,10.1,8.0,5.2,16.3,Recruiter
Farzana Hopper,0.6,11.9,9.5,8.8,0.1,0.1,19.7,Priest
Kalum Rosario,13.1,6.4,5.4,7.3,19.2,13.4,4.0,Accountant
Ignacy Delarosa,15.3,8.3,9.2,12.6,5.8,12.5,9.1,Assassin
Aayan Bannister,13.7,18.0,9.3,18.9,17.8,6.0,2.8,Advisor
Paige Rivas,5.9,12.2,11.4,8.6,15.5,11.6,5.3,Accountant
Aairah Mathis,4.8,1.6,0.8,13.9,10.9,11.0,10.8,Advisor
Bevan Nairn,6.3,14.9,16.1,13.1,19.5,14.7,2.5,Accountant
Cadi Moore,4.1,14.4,6.5,13.6,16.6,2.7,16.0,Recruiter
Eleasha Wong,4.4,8.1,15.0,13.5,18.3,11.1,16.8,Priest
Dewi Hanna,14.2,10.6,19.7,20.0,19.7,11.7,17.8,Accountant
Debbie Bradshaw,9.0,11.1,7.4,9.3,19.3,10.5,9.6,Accountant
Madiha Stevenson,0.7,9.5,1.6,9.0,7.5,16.2,8.6,Enforcer
Carole Stubbs,14.1,13.0,15.1,8.4,2.7,19.0,8.0,Enforcer
Dolores Tang,12.4,2.1,10.1,10.1,3.6,3.8,3.7,Assassin
Lola-Mae Bowler,18.1,1.9,11.1,2.9,13.3,13.6,15.2,Assassin
Wil Wang,8.2,8.4,17.7,9.1,3.6,15.1,17.8,Enforcer
Kabir Hayden,9.6,10.0,7.8,17.5,15.6,10.6,4.9,Accountant
Maud Gallagher,13.2,5.3,14.0,10.1,8.4,18.5,17.4,Assassin
Blossom Norris,6.6,15.7,5.5,11.8,8.0,9.3,15.7,Recruiter
Bartlomiej Esquivel,10.4,13.3,19.6,14.1,8.1,16.5,4.4,Enforcer
Ammarah Brook,9.9,1.3,3.5,10.6,18.2,9.3,16.6,Accountant
Taslima Parker,14.8,0.2,0.3,18.6,1.5,7.1,10.3,Assassin
Saffa Odom,16.3,8.2,6.4,4.6,9.3,4.8,14.1,Assassin
Mcauley Ramirez,14.9,14.2,10.0,7.4,6.4,2.0,2.7,Advisor
Vicki Mcdaniel,5.6,2.3,7.7,12.3,14.6,10.3,1.8,Accountant
Skyla Flynn,1.2,13.0,12.0,2.2,6.4,1.8,8.5,Priest
Keely Barlow,15.0,19.2,5.6,0.0,18.9,1.2,4.6,Recruiter
Stefan Bryant,5.5,1.5,6.3,20.0,5.0,18.1,1.6,Accountant
Anton Schaefer,3.1,9.8,7.2,0.4,0.5,12.6,5.1,Enforcer
Asha Schmidt,10.8,5.0,9.4,6.4,16.1,5.8,17.5,Assassin
Denis Farrell,19.9,12.8,8.1,15.4,3.7,11.0,14.9,Assassin
Sebastian Finley,17.4,13.2,14.4,0.4,3.2,8.1,18.1,Assassin
Mared Mcdermott,9.1,10.2,2.9,8.7,18.8,1.5,10.4,Advisor
Sahil Kemp,4.4,5.3,11.1,2.9,4.7,1.6,19.1,Priest
Kacper Melton,3.4,10.8,4.1,2.0,9.6,17.2,4.0,Enforcer
Sonny Clarkson,12.1,13.4,13.0,0.7,12.4,12.2,1.2,Enforcer
Roma Goodman,9.3,16.1,6.7,13.2,16.0,0.1,5.5,Advisor
Nabiha Strickland,3.8,11.0,0.8,1.6,10.7,13.4,14.7,Recruiter
Fannie Mitchell,16.0,8.9,10.7,1.6,15.1,20.0,15.1,Assassin
Chanice Butler,0.1,1.1,10.6,12.3,19.1,3.5,14.4,Priest
Lisa-Marie Preston,0.4,18.9,15.7,3.2,3.2,1.4,4.9,Enforcer
Zhane Bob,8.2,5.4,8.9,4.9,18.8,17.9,7.6,Accountant
Maison Bain,0.8,3.2,0.9,6.9,10.0,20.0,10.9,Enforcer
Zakir Mcarthur,13.2,7.7,6.6,18.3,13.1,8.5,4.3,Accountant
Bernice Greenwood,0.4,9.3,15.6,4.5,18.0,6.4,17.9,Priest
Nabilah Gordon,16.9,10.4,19.9,19.1,18.1,3.9,4.4,Accountant
Aidan Robson,8.3,2.5,1.5,17.0,9.8,0.8,2.0,Advisor
Kiri Roach,10.2,16.2,17.0,10.3,6.8,19.8,18.6,Enforcer
Anna-Marie Humphreys,14.5,0.9,6.2,11.3,13.5,18.4,10.3,Assassin
Ewan Hirst,7.0,5.7,8.2,4.0,9.1,1.2,8.7,Recruiter
Lottie Holman,13.5,7.9,6.8,6.8,6.0,3.7,17.3,Assassin
Philippa Stein,17.2,15.0,15.8,15.3,12.1,8.1,16.1,Recruiter
Haydn Horn,14.5,19.4,2.5,14.0,2.2,11.7,9.6,Advisor
Zahid Bray,8.6,17.7,15.2,18.9,6.6,9.3,3.7,Advisor
Juniper Galvan,0.6,1.8,3.0,17.4,7.6,10.3,6.7,Advisor
Mario Moran,14.0,4.8,0.1,15.7,6.6,14.7,11.5,Advisor
Tamzin Mays,19.6,19.3,3.5,17.7,18.6,13.9,4.6,Advisor
Tom Lawrence,10.6,13.6,10.9,1.1,19.6,2.6,16.1,Recruiter
Alex Broadhurst,9.8,7.2,8.0,11.6,2.5,0.9,6.4,Advisor
Glen Spooner,8.3,9.0,15.2,11.2,2.3,15.1,12.9,Enforcer
Milo Yoder,7.4,4.6,14.5,1.3,9.6,9.3,9.5,Assassin
Jevan Andersen,0.8,3.7,1.8,8.6,13.3,12.5,12.2,Priest
Leanna Howe,5.2,14.4,3.7,11.9,10.8,6.2,12.6,Recruiter
Dora Whittington,4.1,5.2,6.1,3.6,4.8,13.6,18.4,Enforcer
Salman Cresswell,10.5,0.7,2.2,1.4,5.8,18.2,13.5,Assassin
Romany Campbell,17.8,11.4,8.8,13.6,11.0,13.5,19.3,Assassin
Kwame Thatcher,5.9,3.9,13.5,5.6,8.5,0.6,19.3,Priest
Erica Kaur,14.8,18.4,3.6,18.4,1.7,10.3,1.4,Advisor
Britney Golden,19.7,12.9,2.1,11.6,3.7,12.7,5.3,Advisor
Hanan Davila,1.2,8.2,12.0,9.6,4.6,14.3,1.3,Enforcer
Charlotte Mejia,11.0,9.0,2.2,2.5,13.5,18.3,2.4,Enforcer
Kaydon Burt,17.8,0.0,15.3,6.4,12.3,13.4,11.3,Assassin
Karl Puckett,18.6,19.1,1.5,17.0,19.3,5.1,5.2,Advisor
Derrick Cummings,3.8,4.8,3.0,6.7,13.4,8.9,7.4,Accountant
Reem Oneal,1.2,10.0,13.1,10.4,15.8,19.8,5.7,Enforcer
Regan Cobb,3.9,1.1,4.1,8.2,1.7,1.6,13.4,Priest
Bethan Baxter,12.4,6.7,2.3,19.3,17.6,2.7,13.9,Advisor
Verity Fischer,12.0,12.7,13.3,20.0,12.0,12.6,7.9,Accountant
Ellisha Caldwell,5.6,17.9,17.4,14.0,2.4,19.9,16.9,Enforcer
Clayton Murphy,1.1,2.2,5.2,18.8,1.0,11.0,0.2,Advisor
Kendal Coleman,6.5,19.4,2.6,5.0,3.1,11.4,2.0,Enforcer
Emma Vega,19.7,3.1,14.7,14.7,12.0,2.1,6.0,Accountant
Cade Eastwood,13.8,17.3,2.2,18.4,7.8,18.5,4.6,Advisor
Irene Mooney,4.7,0.3,10.4,14.9,14.1,11.4,8.3,Accountant
Kaiser Grimes,8.0,12.8,10.0,12.4,12.2,3.7,17.3,Recruiter
Adam Ahmed,5.3,7.0,2.8,0.5,12.3,4.9,15.3,Recruiter
Rae Warren,19.0,1.7,10.8,14.0,8.7,15.2,10.7,Assassin
Lacy Curran,14.2,3.4,4.0,11.3,4.0,18.0,19.8,Assassin
Coco Solis,12.7,18.7,1.4,8.1,6.1,2.5,17.5,Recruiter
Sean Hendrix,11.1,16.6,19.0,7.0,0.5,8.0,2.0,Enforcer
Ty Hawes,7.0,11.2,9.5,1.5,17.8,18.6,19.5,Enforcer
Yazmin Gutierrez,8.1,18.3,17.9,8.6,4.9,9.7,4.4,Enforcer
Chantelle Kumar,13.1,14.1,15.1,3.8,11.9,17.9,18.2,Enforcer
Lily-Rose Aldred,10.4,19.0,15.1,2.4,1.6,7.2,17.6,Enforcer
Zeeshan Simmonds,9.4,3.1,1.3,1.1,3.3,9.8,16.7,Assassin
Kwabena Spooner,4.3,11.0,16.5,15.3,16.3,13.9,6.4,Accountant
Gregg Beck,3.8,14.3,8.7,19.0,3.2,3.3,19.9,Priest
May Gutierrez,19.3,19.8,16.9,9.2,0.2,10.6,18.2,Enforcer
Saim Ryan,11.0,15.0,7.3,5.8,12.4,16.0,5.6,Enforcer
Fox Lee,1.7,8.5,3.4,9.6,7.2,19.5,7.8,Enforcer
Glenn Sheridan,5.8,15.7,11.6,5.5,17.5,5.2,2.8,Accountant
Montgomery Mooney,17.1,11.3,0.7,2.0,8.3,13.1,2.7,Enforcer
Gloria Lewis,5.8,4.0,13.4,14.8,0.9,3.4,17.3,Priest
Ruben Morris,3.3,18.9,15.3,13.1,0.6,12.1,11.1,Enforcer
Jocelyn Berry,1.2,4.6,11.5,12.3,6.7,8.4,3.3,Accountant
Iestyn Franco,8.8,17.9,13.5,7.1,9.1,9.7,14.4,Recruiter
Peyton Mackay,10.5,0.0,5.3,17.7,2.4,10.7,0.5,Accountant
Gabrielius Buck,15.8,7.2,16.5,11.2,5.6,10.6,8.4,Assassin
Jaydan Thompson,7.4,1.0,12.0,13.3,7.4,4.3,10.1,Assassin
Randy Booker,13.6,1.2,15.4,4.0,9.1,17.8,6.5,Assassin
Ruairidh Dolan,17.8,5.9,18.0,0.8,9.2,16.8,15.7,Assassin
Tre Daniel,11.4,11.1,9.0,15.8,11.4,9.3,13.0,Advisor
Hector Guerrero,10.1,5.8,3.8,2.6,17.4,11.7,1.9,Accountant
Armani Shepard,12.0,7.7,13.0,11.4,14.2,2.2,14.0,Accountant
Amba Cleveland,2.4,0.1,3.9,10.3,15.9,19.5,18.2,Priest
Eshaan Lindsey,19.3,7.0,14.7,2.4,12.9,9.0,2.6,Assassin
Jedd Prince,12.5,8.0,12.6,1.2,1.0,11.4,0.6,Enforcer
Dylon Dodson,15.5,10.9,4.7,14.3,14.4,11.0,2.2,Advisor
Bradleigh Franklin,12.9,3.3,2.7,5.0,19.8,1.4,18.1,Recruiter
Nazia Hills,5.2,12.6,12.6,7.2,8.9,0.0,3.4,Accountant
Archibald Lyons,12.1,4.0,1.6,13.9,18.7,3.0,1.7,Accountant
Giacomo Ware,4.7,2.8,2.8,17.3,17.8,12.8,10.2,Accountant
Alexia Pollard,4.1,16.5,2.5,19.6,6.1,7.2,19.9,Priest
Liam Callahan,15.8,18.6,17.6,5.4,13.6,12.2,18.5,Enforcer
Kezia Espinosa,5.5,3.0,7.5,4.5,3.8,15.9,18.0,Enforcer
Norman Browning,14.9,15.7,12.7,9.2,19.3,4.8,5.6,Accountant
Mikayla Farmer,19.0,13.9,11.4,6.1,6.9,10.8,10.4,Assassin
Norah Crouch,18.5,6.8,11.2,10.0,14.0,19.4,3.3,Assassin
Kyron Draper,3.6,10.0,1.7,2.6,5.1,17.4,16.7,Enforcer
Aman Charles,7.3,18.7,7.4,2.2,13.7,6.5,18.9,Recruiter
Safia Dawe,16.8,3.3,1.6,13.7,6.8,1.9,15.6,Assassin
Tonya Lowe,9.2,18.4,10.2,7.9,16.6,10.5,12.4,Recruiter
Dani Wood,1.4,9.7,19.1,5.8,11.4,1.5,3.0,Accountant
Patricia Mcarthur,16.7,14.3,11.0,19.0,9.8,6.1,4.4,Advisor
Zakir Bourne,1.2,2.9,1.4,0.5,9.1,4.9,1.0,Accountant
Nyah Guthrie,10.0,13.2,6.0,2.3,17.7,16.7,17.0,Enforcer
Willie Romero,16.8,16.3,18.1,13.9,17.7,15.3,19.2,Assassin
Alanis Finnegan,13.4,13.7,19.9,16.2,6.2,2.7,3.0,Accountant
Yaseen Levy,18.4,10.9,4.8,2.5,11.3,16.3,15.1,Assassin
Mohammed Griffiths,0.9,17.0,11.8,15.9,12.2,15.0,8.6,Priest
Tracy Mccallum,19.2,2.4,5.7,16.6,12.3,12.7,15.5,Assassin
Marek Armstrong,0.1,19.7,3.5,11.9,0.4,12.8,0.8,Enforcer
Zakary Molloy,18.1,8.6,18.1,9.2,18.0,18.1,7.9,Assassin
Rajan Mayer,2.8,8.0,1.7,13.0,1.6,18.7,10.9,Enforcer
Gethin Hall,14.8,19.5,7.5,9.4,13.3,16.2,15.0,Recruiter
Nikolas Davidson,19.9,15.7,9.2,14.8,15.4,8.1,11.1,Advisor
Axel Rooney,3.5,10.6,5.9,18.3,1.6,9.7,17.2,Priest
Indigo Snow,3.7,17.0,4.9,3.4,2.8,2.2,11.0,Recruiter
Georgia Poole,13.9,8.8,5.1,9.2,3.6,7.7,17.2,Assassin
Oliver Cline,8.3,3.1,11.6,19.2,13.1,6.6,18.2,Priest
John-James Walmsley,15.8,6.4,11.8,13.1,4.2,11.2,2.1,Assassin
Shanelle Morin,19.7,0.5,1.0,1.5,6.6,5.5,1.4,Assassin
Sofija Avalos,10.4,14.8,15.7,10.1,18.5,14.6,12.8,Accountant
Jaxson Haines,18.3,17.6,8.6,6.3,19.1,1.2,16.1,Recruiter
Nel Gross,9.8,7.5,12.1,13.3,17.8,4.8,13.3,Accountant
Prisha Hester,13.7,1.9,0.4,18.1,10.5,6.1,4.4,Advisor
Olivia Crowther,1.2,5.7,7.8,16.6,2.6,9.2,6.0,Priest
Sally Clements,13.0,9.0,11.9,4.1,17.9,13.2,7.2,Accountant
Romeo Novak,10.0,0.5,0.7,6.3,2.4,14.0,17.1,Assassin
Tolga Kumar,4.0,19.6,9.6,0.2,13.4,4.4,12.1,Recruiter
Donnie Suarez,15.1,0.0,4.5,1.5,12.9,11.5,13.5,Assassin
Todd Crawford,13.5,15.9,13.6,8.0,1.9,10.1,7.9,Enforcer
Bayley Guzman,5.3,3.5,11.9,14.0,8.7,9.8,17.8,Priest
Hashim Velasquez,13.3,17.2,8.0,18.0,18.6,7.0,0.7,Advisor
Guy Mcdougall,10.3,7.6,14.6,15.8,14.3,18.5,11.0,Accountant
Saoirse Huynh,12.0,10.8,17.0,20.0,2.8,19.9,12.3,Enforcer
Arwel Parry,16.1,5.1,10.3,18.3,13.5,4.9,1.8,Accountant
Ezekiel Tierney,2.8,19.7,1.0,6.8,7.1,5.0,18.9,Recruiter
Zackery Hale,6.1,1.3,16.7,5.5,1.3,10.4,10.6,Assassin
Rares Herrera,0.8,8.3,11.8,14.8,15.1,12.5,14.6,Priest
Phoebe Townsend,12.7,11.0,18.5,14.8,10.4,19.6,2.6,Enforcer
Aimie Wagner,9.1,1.8,11.5,0.8,1.2,14.1,7.8,Enforcer
Maysa Fenton,5.9,19.0,7.1,8.1,1.2,8.4,1.3,Enforcer
Susan Harding,10.0,13.4,14.3,9.0,11.2,0.9,7.8,Accountant
Emir Conner,9.0,5.2,13.7,15.5,5.1,3.8,1.1,Accountant
Emmeline Mckinney,8.0,18.8,14.3,5.9,6.9,1.5,11.8,Recruiter
Maria Goff,19.5,17.3,2.2,12.8,7.9,18.6,10.5,Advisor
Allen Crane,10.3,11.7,3.5,16.9,19.3,7.5,17.9,Advisor
Demi-Leigh Russell,16.0,1.5,13.6,9.3,3.8,11.1,11.5,Assassin
Hetty Wilkerson,12.5,12.8,11.4,16.7,7.7,3.3,3.5,Advisor
Arman Barr,11.4,8.6,18.3,12.7,10.3,7.7,14.2,Assassin
Conner Douglas,17.9,19.0,17.5,3.8,1.8,10.7,13.8,Enforcer
Milton Baker,19.3,15.4,15.2,8.4,7.8,4.0,0.8,Accountant
Ivy-Rose Armitage,4.9,15.4,8.3,11.3,12.8,19.4,0.1,Enforcer
Arif Maxwell,5.1,2.8,9.8,5.3,5.0,14.9,19.7,Enforcer
Alexander Day,16.1,0.4,16.0,7.2,16.3,10.0,15.5,Assassin
Farhaan Ahmed,9.7,5.9,7.8,16.4,14.0,5.4,7.0,Accountant
Annette Cohen,11.6,8.2,4.2,16.7,17.9,17.6,7.1,Advisor
Hana Page,13.1,19.2,14.0,15.3,4.2,5.8,0.7,Advisor
Denis Bryant,0.4,16.0,3.3,5.4,2.9,2.0,14.0,Recruiter
Giuseppe Ray,1.1,12.2,14.9,7.4,7.2,5.1,3.5,Enforcer
Reyansh Melendez,4.0,9.9,19.0,5.4,18.6,19.2,0.4,Accountant
Mateusz Hussain,10.9,14.9,4.1,0.1,19.5,14.2,1.0,Accountant
Malaikah Huffman,7.9,9.0,17.1,10.5,8.8,14.5,8.1,Enforcer
Dolores Munro,15.6,19.0,17.8,0.1,5.9,0.6,0.2,Enforcer
Kashif Bryant,6.2,7.9,15.2,14.0,18.0,11.5,5.1,Accountant
Nawal Richardson,16.9,10.0,1.3,6.0,7.2,1.0,14.5,Recruiter
Lilli Zuniga,5.5,3.6,1.7,10.4,15.7,16.6,12.4,Advisor
Claire Baker,10.0,3.3,14.3,19.3,8.5,16.8,1.7,Accountant
Samira Carroll,0.0,0.7,18.2,1.2,13.8,9.3,3.0,Accountant
Indiana Howarth,17.9,15.4,15.6,13.8,15.8,13.3,6.0,Accountant
Jonty Joyce,15.9,6.0,18.0,3.2,12.9,14.1,18.8,Assassin
Ruqayyah Krause,0.1,10.7,5.6,5.9,13.3,15.4,8.6,Enforcer
Moesha Cope,10.0,13.0,7.3,19.8,14.3,1.9,8.9,Advisor
Warren Arroyo,15.6,0.4,9.5,3.2,19.7,19.9,6.8,Assassin
Lynden Weaver,3.1,6.3,19.4,10.5,5.1,19.1,3.0,Enforcer
Joey Ritter,18.3,1.6,8.2,2.5,3.5,14.5,9.6,Assassin
Haiden Riley,16.6,5.1,3.5,19.0,2.3,12.0,18.4,Assassin
Ella-Mae Burke,4.4,16.8,15.1,9.3,14.7,3.0,8.5,Recruiter
Giorgio Blackmore,0.5,1.8,15.6,5.1,6.7,1.8,5.0,Accountant
Clare Goff,8.2,17.1,10.5,3.7,9.0,16.7,14.6,Enforcer
Carlie Anthony,15.0,1.4,4.4,4.0,3.9,9.0,7.4,Assassin
Britany Graham,14.4,17.2,7.7,4.2,11.0,3.3,9.4,Recruiter
Rylee Marshall,8.3,15.5,15.1,4.2,13.5,7.4,19.2,Recruiter
Macauley Parkinson,2.6,3.4,9.1,13.6,12.9,5.0,15.0,Priest
Bronwyn Lu,12.2,6.0,20.0,12.4,0.1,2.0,4.7,Assassin
Sienna Hassan,5.1,12.3,13.6,10.9,11.7,11.5,1.4,Accountant
Sultan Kay,17.7,0.4,9.9,9.2,11.2,10.4,14.3,Assassin
Finnley Bowler,5.7,0.7,17.0,6.3,18.5,11.5,5.2,Accountant
Laith Ferry,12.4,19.9,7.4,1.7,5.5,11.7,12.5,Enforcer
Gabriel Hodgson,11.4,18.8,14.2,0.4,19.1,17.9,3.3,Enforcer
Kendrick Solis,10.7,6.5,11.6,3.9,14.5,18.7,4.6,Enforcer
Simra Livingston,4.9,15.6,19.4,5.9,15.4,13.5,15.9,Enforcer
Catherine Fitzpatrick,12.2,16.5,4.7,19.3,0.9,7.8,3.9,Advisor
Ellesse Barrow,12.7,0.8,4.8,0.6,2.9,2.3,3.9,Assassin
Ryley England,2.1,5.6,6.8,4.8,14.2,15.7,7.8,Enforcer
Kristie Miles,3.5,12.4,8.1,15.7,7.2,11.9,3.4,Advisor
Sama Duarte,2.0,10.9,19.2,20.0,4.1,4.9,7.3,Priest
Claudia Saunders,15.8,7.3,3.3,5.5,16.9,13.8,13.5,Assassin
Kianna Donaldson,11.1,14.6,9.8,18.0,18.8,3.0,4.2,Accountant
Tallulah Byrd,10.0,12.7,11.0,6.1,6.1,13.3,7.9,Enforcer
Ashley Raymond,7.0,4.9,8.2,17.1,6.4,3.8,10.4,Priest
Giovanni Wade,4.7,14.9,7.0,14.8,19.0,15.4,5.8,Advisor
Keanu Robinson,14.1,15.8,4.9,13.6,20.0,13.3,3.3,Advisor
Sila Espinoza,7.6,14.8,13.8,18.6,15.6,8.1,9.7,Accountant
Anis Mcghee,5.5,6.5,0.0,6.7,10.0,11.1,9.2,Advisor
Summer-Louise Mcgowan,4.4,2.4,8.6,10.0,5.6,9.2,5.1,Accountant
Wil Iles,3.4,8.1,3.7,20.0,0.7,11.8,11.0,Priest
Aoife Gardner,8.1,11.0,3.0,2.2,17.5,17.5,1.0,Accountant
Duane Storey,6.1,4.3,10.1,12.9,9.0,15.9,9.5,Enforcer
Mike Hail,4.9,14.7,12.8,4.2,1.8,2.9,7.1,Enforcer
Penny Estes,12.2,11.0,16.6,4.6,8.9,15.2,13.9,Enforcer
Vivian Downes,17.0,1.7,8.0,3.1,4.4,16.7,16.2,Assassin
Yvette Donovan,6.9,5.8,6.7,15.4,17.8,14.0,17.8,Priest
Gwen Shannon,10.7,5.9,13.8,12.9,17.2,19.0,3.9,Accountant
Rebeca Bass,11.3,16.7,6.6,3.4,12.3,4.4,7.5,Recruiter
River Dupont,18.6,13.0,2.3,6.6,5.0,15.9,8.0,Enforcer
Conner Read,11.5,8.4,13.5,12.7,7.1,4.1,5.6,Accountant
